confuser_pkg,target_pkg,signals
websockket-client,websocket-client,Character Added: k;Character Added: k;Containing Character Added: k;Containing Character Added: k;Letter Duplicated: k
webbsocket-client,websocket-client,Character Added: b;Character Added: b;Containing Character Added: b;Containing Character Added: b;Letter Duplicated: b
websocket-lient,websocket-client,Character Removed: 10 ('c')
wwebsocket-client,websocket-client,Character Added: w;Character Added: w;Containing Character Added: w;Containing Character Added: w;Letter Duplicated: w;Double hit character: w
websocket-clientt,websocket-client,Character Added: t;Character Added: t;Containing Character Added: t;Containing Character Added: t;Letter Duplicated: t;Letter Duplicated and Replaced
client,websocket-client,Separated Section Removed: 0 ('w')
websocke-client,websocket-client,Character Removed: 8 ('t')
websocket-client2,websocket-client,Character Added: 2;Suffix Added: 2
webocket-client,websocket-client,Character Removed: 3 ('s')
gtdb,gitdb,Character Removed: 1 ('i')
gitdh,gitdb,Ascii Homoglpyh: b => h;Character Replaced: h;Close Letters on QWERTY Keyboard: b => h
gitnb,gitdb,Character Replaced: n
gptdb,gitdb,Character Replaced: p
sumap,smmap,Character Replaced: u
samap,smmap,Character Replaced: a
srmap,smmap,Character Replaced: r
scmap,smmap,Character Replaced: c
smamp,smmap,Letters Swapped
fmmap,smmap,Character Replaced: f
somap,smmap,Character Replaced: o
cmmap,smmap,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
smbmap,smmap,Character Added: b
pkginfo2,pkginfo,Character Added: 2;Suffix Added: 2
pkg-info,pkginfo,Character Added: -
mmal,msal,Letter Duplicated and Replaced: m;Character Replaced: m
emsal,msal,Character Added: e
msad,msal,Character Replaced: d
msa,msal,Character Removed: 3 ('l')
mal,msal,Character Removed: 1 ('s')
msat,msal,Character Replaced: t
msar,msal,Character Replaced: r
mrsal,msal,Character Added: r
msaf,msal,Character Replaced: f
mdal,msal,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
dsal,msal,Character Replaced: d
csal,msal,Character Replaced: c
msql,msal,Ascii Homoglpyh: a => q;Character Replaced: q;Close Letters on QWERTY Keyboard: a => q
sal,msal,Character Removed: 0 ('m')
meal,msal,Character Replaced: e;Close Letters on QWERTY Keyboard: s => e
misal,msal,Character Added: i
binary,psycopg2-binary,Separated Section Removed: 0 ('p')
ivsort,isort,Character Added: v
iwort,isort,Character Replaced: w;Close Letters on QWERTY Keyboard: s => w
fsort,isort,Bit Flips: Byte 0, Bit 3;Character Replaced: f
msort,isort,Character Replaced: m
isqrt,isort,Character Replaced: q
isortd,isort,Character Added: d
rsort,isort,Character Replaced: r
isortpy,isort,Suffix Added: py
psort,isort,Character Replaced: p
ssort,isort,Character Replaced: s
vsort,isort,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: v
cisort,isort,Character Added: c
asort,isort,Character Replaced: a;Swap Vowel: i => a
aisort,isort,Character Added: a
tsort,isort,Character Replaced: t
csort,isort,Character Replaced: c
dsort,isort,Character Replaced: d
classes,jaraco.classes,Separated Section Removed: 0 ('j')
charnet,chardet,Character Replaced: n
chardet2,chardet,Character Added: 2;Suffix Added: 2
charset,chardet,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
secret-storage,SecretStorage,Character Added: -
trove,trove-classifiers,Separated Section Removed: 1 ('r')
redex,regex,Character Replaced: d
regexy,regex,Character Added: y
regx,regex,Character Removed: 3 ('e')
regexp,regex,Character Added: p
reagex,regex,Character Added: a
refex,regex,Character Replaced: f;Close Letters on QWERTY Keyboard: g => f
regexr,regex,Character Added: r;Containing Character Added: r
negex,regex,Ascii Homoglpyh: r => n;Character Replaced: n
relex,regex,Character Replaced: l
rege,regex,Character Removed: 4 ('x');Suffix Removed: x
pregex,regex,Character Added: p
rejex,regex,Character Replaced: j
regexpy,regex,Suffix Added: py
tregex,regex,Character Added: t;Double hit character: t
regext,regex,Character Added: t
repex,regex,Ascii Homoglpyh: g => p;Character Replaced: p
iregex,regex,Character Added: i
regexf,regex,Character Added: f
sregex,regex,Character Added: s
degex,regex,Character Replaced: d;Close Letters on QWERTY Keyboard: r => d
regrex,regex,Character Added: r;Containing Character Added: r;Double hit character: r
daspython,dnspython,Character Replaced: a
dnspython3,dnspython,Character Added: 3;Suffix Added: 3
dnspy,dnspython,String Substituted: python => py
fastagi,fastapi,Ascii Homoglpyh: p => g;Character Replaced: g
fastapy,fastapi,Character Replaced: y;Swap Vowel: i => y
fastapix,fastapi,Character Added: x;Suffix Added: x
fastsapi,fastapi,Character Added: s;Containing Character Added: s;Double hit character: s
fastami,fastapi,Character Replaced: m
fastapp,fastapi,Character Replaced: p
lastapi,fastapi,Character Replaced: l
ifastapi,fastapi,Character Added: i;Containing Character Added: i
flastapi,fastapi,Character Added: l
faastapi,fastapi,Character Added: a;Character Added: a;Containing Character Added: a;Containing Character Added: a;Letter Duplicated: a;Double hit character: a
fastwapi,fastapi,Character Added: w;Double hit character: w
fastani,fastapi,Character Replaced: n
fastrpi,fastapi,Character Replaced: r
importlibs-resources,importlib-resources,Character Added: s;Containing Character Added: s
resources,importlib-resources,Separated Section Removed: 0 ('i')
importlib-resource,importlib-resources,Character Removed: 18 ('s');Suffix Removed: s
buildc,build,Character Added: c;Close Letters on QWERTY Keyboard, added to end: build => c
buildpy,build,Suffix Added: py
lbuild,build,Character Added: l;Containing Character Added: l
abuild,build,Character Added: a
zbuild,build,Character Added: z
ubuild,build,Character Added: u;Containing Character Added: u
wbuild,build,Character Added: w
cbuild,build,Character Added: c
qbuild,build,Character Added: q
buildt,build,Character Added: t
buidl,build,Letters Swapped
1build,build,Character Added: 1
guild,build,Character Replaced: g;Close Letters on QWERTY Keyboard: b => g
build.py,build,Suffix Added: .py
bild,build,Character Removed: 1 ('u')
mbuild,build,Character Added: m
nbuild,build,Character Added: n;Double hit character: n
buildr,build,Character Added: r;Close Letters on QWERTY Keyboard, added to end: build => r
buildz,build,Character Added: z
sbuild,build,Character Added: s
buildh,build,Character Added: h
p4,py,Character Replaced: 4
ppy,py,Character Added: p;Character Added: p;Containing Character Added: p;Containing Character Added: p;Letter Duplicated: p
pf,py,Character Replaced: f
pyi,py,Character Added: i
pye,py,Character Added: e
p9,py,Character Replaced: 9
pc,py,Character Replaced: c
pq,py,Character Replaced: q
npy,py,Character Added: n
pyp,py,Character Added: p;Containing Character Added: p
pya,py,Character Added: a
pyq,py,Character Added: q
hpy,py,Character Added: h
zy,py,Character Replaced: z
wy,py,Bit Flips: Byte 0, Bit 2;Character Replaced: w
tpy,py,Character Added: t
pp,py,Character Replaced: p
pz,py,Character Replaced: z
cpy,py,Character Added: c
py2,py,Character Added: 2;Suffix Added: 2
ay,py,Character Replaced: a
zpy,py,Character Added: z
pay,py,Character Added: a
by,py,Ascii Homoglpyh: p => b;Character Replaced: b
pyt,py,Character Added: t;Close Letters on QWERTY Keyboard, added to end: py => t
mpy,py,Character Added: m
pyf,py,Character Added: f
yp,py,Letters Swapped
py6,py,Character Added: 6;Close Letters on QWERTY Keyboard, added to end: py => 6;Suffix Added: 6
pe,py,Character Replaced: e;Swap Vowel: y => e
pyo,py,Character Added: o
sy,py,Bit Flips: Byte 0, Bit 1;Character Replaced: s
ky,py,Character Replaced: k
xpy,py,Character Added: x;Prefix Added: x;Prefix Added: X
phy,py,Character Added: h;Double hit character: h
cy,py,Character Replaced: c
pyy,py,Character Added: y;Character Added: y;Containing Character Added: y;Containing Character Added: y;Letter Duplicated: y;Letter Duplicated and Replaced
apy,py,Character Added: a
piy,py,Character Added: i
pyg,py,Character Added: g;Close Letters on QWERTY Keyboard, added to end: py => g
my,py,Character Replaced: m
p1,py,Character Replaced: 1
pyz,py,Character Added: z
pyc,py,Character Added: c
pyu,py,Character Added: u;Close Letters on QWERTY Keyboard, added to end: py => u
pyj,py,Character Added: j;Close Letters on QWERTY Keyboard, added to end: py => j
fy,py,Character Replaced: f
p5,py,Character Replaced: 5;Close Letters on QWERTY Keyboard: y => 5
wpy,py,Character Added: w
p7,py,Character Replaced: 7;Close Letters on QWERTY Keyboard: y => 7
ey,py,Character Replaced: e
psy,py,Character Added: s
po,py,Character Replaced: o;Swap Vowel: y => o
jpy,py,Character Added: j
qy,py,Ascii Homoglpyh: p => q;Bit Flips: Byte 0, Bit 0;Character Replaced: q
ps,py,Character Replaced: s
oy,py,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: o;Close Letters on QWERTY Keyboard: p => o
pjy,py,Character Added: j;Double hit character: j
p3,py,Character Replaced: 3
vpy,py,Character Added: v
pym,py,Character Added: m
pwy,py,Character Added: w
pn,py,Character Replaced: n
iy,py,Character Replaced: i
p2,py,Character Replaced: 2
p6,py,Character Replaced: 6;Close Letters on QWERTY Keyboard: y => 6
pyk,py,Character Added: k
dy,py,Ascii Homoglpyh: p => d;Character Replaced: d
pys,py,Character Added: s;Suffix Added: s
spy,py,Character Added: s
pd,py,Character Replaced: d
jy,py,Character Replaced: j
dpy,py,Character Added: d
ry,py,Character Replaced: r
py7,py,Character Added: 7;Close Letters on QWERTY Keyboard, added to end: py => 7;Suffix Added: 7
pw,py,Character Replaced: w
pxy,py,Character Added: x
py8,py,Character Added: 8;Suffix Added: 8
3y,py,Character Replaced: 3
p8,py,Character Replaced: 8
pyd,py,Character Added: d
py5,py,Character Added: 5;Close Letters on QWERTY Keyboard, added to end: py => 5;Suffix Added: 5
py4,py,Character Added: 4;Suffix Added: 4
pa,py,Character Replaced: a;Swap Vowel: y => a
gy,py,Ascii Homoglpyh: p => g;Character Replaced: g
pr,py,Character Replaced: r
ly,py,Character Replaced: l;Close Letters on QWERTY Keyboard: p => l
pcy,py,Character Added: c
pu,py,Character Replaced: u;Swap Vowel: y => u;Close Letters on QWERTY Keyboard: y => u
uy,py,Character Replaced: u
vy,py,Character Replaced: v
pg,py,Character Replaced: g;Close Letters on QWERTY Keyboard: y => g
pm,py,Character Replaced: m
py3,py,Character Added: 3;Suffix Added: 3
hy,py,Character Replaced: h
pv,py,Character Replaced: v
px,py,Character Replaced: x
pk,py,Character Replaced: k
ypy,py,Character Added: y;Containing Character Added: y
yy,py,Character Replaced: y
qpy,py,Character Added: q
ty,py,Character Replaced: t
py9,py,Character Added: 9;Suffix Added: 9
kpy,py,Character Added: k
p,py,Character Removed: 1 ('y')
ph,py,Character Replaced: h;Close Letters on QWERTY Keyboard: y => h
pyr,py,Character Added: r
hooks,pyproject-hooks,Separated Section Removed: 0 ('p')
pyproject,pyproject-hooks,Separated Section Removed: 1 ('y')
pyflames,pyflakes,Character Replaced: m;Close Letters on QWERTY Keyboard: k => m
uwcwidth,wcwidth,Character Added: u
scikit-qlearn,scikit-learn,Character Added: q
scikit-learnt,scikit-learn,Character Added: t;Containing Character Added: t
scikitlearn,scikit-learn,Character Removed: 6 ('-');Separator Removed -
learn,scikit-learn,Separated Section Removed: 0 ('s')
jblack,black,Character Added: j
clack,black,Bit Flips: Byte 0, Bit 0;Character Replaced: c
blackt,black,Character Added: t
plack,black,Ascii Homoglpyh: b => p;Character Replaced: p
blark,black,Character Replaced: r
cblack,black,Character Added: c;Containing Character Added: c
bpack,black,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
lack,black,Character Removed: 0 ('b')
block,black,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
back,black,Character Removed: 1 ('l')
flack,black,Character Replaced: f;Close Letters on QWERTY Keyboard: b => f
blank,black,Character Replaced: n
blck,black,Character Removed: 2 ('a')
blacs,black,Character Replaced: s
clinker,blinker,Bit Flips: Byte 0, Bit 0;Character Replaced: c
blinkter,blinker,Character Added: t
dblinker,blinker,Character Added: d
linker,blinker,Character Removed: 0 ('b')
slinker,blinker,Character Replaced: s
hcrypt,bcrypt,Ascii Homoglpyh: b => h;Character Replaced: h;Close Letters on QWERTY Keyboard: b => h
ncrypt,bcrypt,Character Replaced: n;Close Letters on QWERTY Keyboard: b => n
bkrypt,bcrypt,Character Replaced: k
icrypt,bcrypt,Character Replaced: i
vcrypt,bcrypt,Character Replaced: v;Close Letters on QWERTY Keyboard: b => v
ucrypt,bcrypt,Character Replaced: u
ccrypt,bcrypt,Bit Flips: Byte 0, Bit 0;Character Replaced: c
xcrypt,bcrypt,Character Replaced: x
rcrypt,bcrypt,Character Replaced: r
bcrxpt,bcrypt,Character Replaced: x
dcrypt,bcrypt,Ascii Homoglpyh: b => d;Character Replaced: d
pcrypt,bcrypt,Ascii Homoglpyh: b => p;Character Replaced: p
noseenv,nodeenv,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
codeenv,nodeenv,Character Replaced: c
api,opentelemetry-api,Separated Section Removed: 0 ('o')
mayplotlib,matplotlib,Character Replaced: y;Close Letters on QWERTY Keyboard: t => y
metplotlib,matplotlib,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
matiplotlib,matplotlib,Character Added: i;Containing Character Added: i
matplotleb,matplotlib,Character Replaced: e;Swap Vowel: i => e
matplotilib,matplotlib,Character Added: i;Containing Character Added: i;Double hit character: i
imatplotlib,matplotlib,Character Added: i;Containing Character Added: i
catplotlib,matplotlib,Character Replaced: c
matplotlibp,matplotlib,Character Added: p;Containing Character Added: p
maxplotlib,matplotlib,Character Replaced: x
matplotlibs,matplotlib,Character Added: s;Suffix Added: s
matplotlii,matplotlib,Character Replaced: i
matplotlip,matplotlib,Ascii Homoglpyh: b => p;Character Replaced: p
funicorn,gunicorn,Bit Flips: Byte 0, Bit 0;Character Replaced: f;Close Letters on QWERTY Keyboard: g => f
tabulate2,tabulate,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: tabulate => 2;Suffix Added: 2
tabulato,tabulate,Ascii Homoglpyh: e => o;Character Replaced: o;Swap Vowel: e => o
tablate,tabulate,Character Removed: 3 ('u')
tabulated,tabulate,Character Added: d;Close Letters on QWERTY Keyboard, added to end: tabulate => d
marshmallow2,marshmallow,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: marshmallow => 2;Suffix Added: 2
flakey,flake8,Character Replaced: y
iflake8,flake8,Character Added: i
flaker,flake8,Character Replaced: r
flaked,flake8,Character Replaced: d
flake82,flake8,Character Added: 2;Suffix Added: 2
flake9,flake8,Character Replaced: 9;Close Letters on QWERTY Keyboard: 8 => 9
networkl,networkx,Character Replaced: l
retworkx,networkx,Ascii Homoglpyh: n => r;Character Replaced: r
networkz,networkx,Character Replaced: z;Close Letters on QWERTY Keyboard: x => z
network,networkx,Character Removed: 7 ('x');Suffix Removed: x
networks,networkx,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
networke,networkx,Character Replaced: e
networkm,networkx,Character Replaced: m
networkg,networkx,Character Replaced: g
networkk,networkx,Character Replaced: k
network-x,networkx,Character Added: -
oredis,redis,Character Added: o
reds,redis,Character Removed: 3 ('i')
vredis,redis,Character Added: v
tredis,redis,Character Added: t;Double hit character: t
redisx,redis,Character Added: x;Close Letters on QWERTY Keyboard, added to end: redis => x;Suffix Added: x
gredis,redis,Character Added: g;Double hit character: g
iredis,redis,Character Added: i;Containing Character Added: i
credis,redis,Character Added: c
redfs,redis,Character Replaced: f
redisz,redis,Character Added: z;Close Letters on QWERTY Keyboard, added to end: redis => z
yedis,redis,Character Replaced: y
regis,redis,Character Replaced: g
ledis,redis,Character Replaced: l
qredis,redis,Character Added: q
redit,redis,Character Replaced: t
jedis,redis,Character Replaced: j
rediz,redis,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
r3dis,redis,Character Replaced: 3;Close Letters on QWERTY Keyboard: e => 3
medis,redis,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: m
redisy,redis,Character Added: y
redis5,redis,Character Added: 5;Suffix Added: 5
dredis,redis,Character Added: d;Containing Character Added: d;Double hit character: d
zredis,redis,Character Added: z
redispy,redis,Suffix Added: py
radis,redis,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
reddis,redis,Character Added: d;Character Added: d;Containing Character Added: d;Containing Character Added: d;Letter Duplicated: d
redis3,redis,Character Added: 3;Suffix Added: 3
redis2,redis,Character Added: 2;Suffix Added: 2
redio,redis,Character Replaced: o
redi,redis,Character Removed: 4 ('s');Suffix Removed: s
redish,redis,Character Added: h
vedis,redis,Character Replaced: v
aredis,redis,Character Added: a
phy,ply,Character Replaced: h
pily,ply,Character Added: i;Double hit character: i
mly,ply,Character Replaced: m
aly,ply,Character Replaced: a
ly,ply,Character Removed: 0 ('p')
pjy,ply,Ascii Homoglpyh: l => j;Character Replaced: j
plu,ply,Character Replaced: u;Swap Vowel: y => u;Close Letters on QWERTY Keyboard: y => u
pxy,ply,Character Replaced: x
pxly,ply,Character Added: x
plg,ply,Character Replaced: g;Close Letters on QWERTY Keyboard: y => g
plz,ply,Character Replaced: z
pll,ply,Character Replaced: l
cly,ply,Character Replaced: c
ploy,ply,Character Added: o
plj,ply,Character Replaced: j;Close Letters on QWERTY Keyboard: y => j
plyj,ply,Character Added: j;Close Letters on QWERTY Keyboard, added to end: ply => j
pcy,ply,Character Replaced: c
plyr,ply,Character Added: r
play,ply,Character Added: a
piy,ply,Ascii Homoglpyh: l => i;Character Replaced: i;Close Letters on QWERTY Keyboard: l => i
tly,ply,Character Replaced: t
iply,ply,Character Added: i
ppy,ply,Letter Duplicated and Replaced: p;Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
pay,ply,Character Replaced: a
oly,ply,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: o;Close Letters on QWERTY Keyboard: p => o
xply,ply,Character Added: x;Prefix Added: x;Prefix Added: X
pln,ply,Character Replaced: n
pwy,ply,Character Replaced: w
pyy,ply,Character Replaced: y
pla,ply,Character Replaced: a;Swap Vowel: y => a
psy,ply,Character Replaced: s
pls,ply,Character Replaced: s
xtermcolor,termcolor,Character Added: x;Prefix Added: x;Prefix Added: X
termcolor2,termcolor,Character Added: 2;Suffix Added: 2
termcolors,termcolor,Character Added: s;Suffix Added: s
rython,Cython,Character Replaced: r
cuthon,Cython,Character Replaced: u;Swap Vowel: y => u;Close Letters on QWERTY Keyboard: y => u
cytron,Cython,Character Replaced: r
xython,Cython,Character Replaced: x;Close Letters on QWERTY Keyboard: c => x
fython,Cython,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
qython,Cython,Character Replaced: q
crython,Cython,Character Added: r
kython,Cython,Character Replaced: k
gython,Cython,Character Replaced: g
nython,Cython,Character Replaced: n
zython,Cython,Character Replaced: z
chython,Cython,Character Added: h;Containing Character Added: h;Double hit character: h
oython,Cython,Ascii Homoglpyh: c => o;Character Replaced: o
dython,Cython,Bit Flips: Byte 0, Bit 2;Character Replaced: d;Close Letters on QWERTY Keyboard: c => d
cathon,Cython,Character Replaced: a;Swap Vowel: y => a
cwthon,Cython,Character Replaced: w
tython,Cython,Character Replaced: t
bython,Cython,Bit Flips: Byte 0, Bit 0;Character Replaced: b
parimiko,paramiko,Character Replaced: i;Swap Vowel: a => i
paramiko-ng,paramiko,Suffix Added: -ng
sqlparser,sqlparse,Character Added: r;Containing Character Added: r;Close Letters on QWERTY Keyboard, added to end: sqlparse => r
msqlparse,sqlparse,Character Added: m
psqlparse,sqlparse,Character Added: p;Containing Character Added: p
hocker,docker,Character Replaced: h
dmocker,docker,Character Added: m
docxer,docker,Character Replaced: x
idocker,docker,Character Added: i
tocker,docker,Character Replaced: t
ducker,docker,Character Replaced: u;Swap Vowel: o => u
dockerx,docker,Character Added: x;Suffix Added: x
dockerd,docker,Character Added: d;Containing Character Added: d;Close Letters on QWERTY Keyboard, added to end: docker => d
dock8r,docker,Character Replaced: 8
jocker,docker,Character Replaced: j
doker,docker,Character Removed: 2 ('c')
focker,docker,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
rocker,docker,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
dowker,docker,Character Replaced: w
socker,docker,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
dockerr,docker,Character Added: r;Character Added: r;Containing Character Added: r;Containing Character Added: r;Letter Duplicated: r;Letter Duplicated and Replaced
docked,docker,Character Replaced: d;Close Letters on QWERTY Keyboard: r => d
decker,docker,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
ndocker,docker,Character Added: n
dockery,docker,Character Added: y
dokcer,docker,Letters Swapped
docser,docker,Character Replaced: s
dokker,docker,Character Replaced: k
mdocker,docker,Character Added: m
dockter,docker,Character Added: t
dock-r,docker,Character Replaced: -
wdocker,docker,Character Added: w;Double hit character: w
pocker,docker,Ascii Homoglpyh: d => p;Character Replaced: p
dockeb,docker,Character Replaced: b
udocker,docker,Character Added: u
djocker,docker,Character Added: j
prompt-toolkit2,prompt-toolkit,Character Added: 2;Suffix Added: 2
prompt,prompt-toolkit,Separated Section Removed: 1 ('r')
prompt-tool-kit,prompt-toolkit,Character Added: -;Containing Character Added: -
toolkit,prompt-toolkit,Separated Section Removed: 0 ('p')
py4s,py4j,Character Replaced: s
pyj,py4j,Character Removed: 2 ('4')
py4,py4j,Character Removed: 3 ('j')
py48,py4j,Character Replaced: 8
py42,py4j,Character Replaced: 2
pymj,py4j,Character Replaced: m
py4js,py4j,Character Added: s;Suffix Added: s
pylj,py4j,Character Replaced: l
pg4j,py4j,Character Replaced: g;Close Letters on QWERTY Keyboard: y => g
pysj,py4j,Character Replaced: s
pypj,py4j,Character Replaced: p
mayo,Mako,Character Replaced: y
myko,Mako,Character Replaced: y;Swap Vowel: a => y
makuo,Mako,Character Added: u
make,Mako,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
maro,Mako,Character Replaced: r
mcko,Mako,Character Replaced: c
maka,Mako,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
moko,Mako,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
hako,Mako,Character Replaced: h;Close Letters on QWERTY Keyboard: m => h
jako,Mako,Bit Flips: Byte 0, Bit 2;Character Replaced: j;Close Letters on QWERTY Keyboard: m => j
maco,Mako,Character Replaced: c
tako,Mako,Character Replaced: t
mano,Mako,Character Replaced: n
muko,Mako,Character Replaced: u;Swap Vowel: a => u
xako,Mako,Character Replaced: x
mapo,Mako,Character Replaced: p
kako,Mako,Character Replaced: k;Close Letters on QWERTY Keyboard: m => k
mamo,Mako,Character Replaced: m;Close Letters on QWERTY Keyboard: k => m
pako,Mako,Character Replaced: p
maso,Mako,Character Replaced: s
mago,Mako,Character Replaced: g
mtko,Mako,Character Replaced: t
mak,Mako,Character Removed: 3 ('o')
hmako,Mako,Character Added: h;Double hit character: h
miko,Mako,Character Replaced: i;Swap Vowel: a => i
makdo,Mako,Character Added: d
googlebigquery,google-cloud-bigquery,Separated Section Removed: 1 ('o')
azlocal,tzlocal,Character Replaced: a
pytest-lock,pytest-mock,Character Replaced: l
joklib,joblib,Character Replaced: k
oblib,joblib,Character Removed: 0 ('j')
roblib,joblib,Character Replaced: r
doblib,joblib,Character Replaced: d
jblib,joblib,Character Removed: 1 ('o')
jobslib,joblib,Character Added: s
mupy,mypy,Character Replaced: u;Swap Vowel: y => u;Close Letters on QWERTY Keyboard: y => u
mlpy,mypy,Character Replaced: l
mrpy,mypy,Character Replaced: r
m2py,mypy,Character Replaced: 2
mypypy,mypy,Suffix Added: py
bypy,mypy,Bit Flips: Byte 0, Bit 3;Character Replaced: b
typy,mypy,Character Replaced: t
mypc,mypy,Character Replaced: c
myopy,mypy,Character Added: o;Double hit character: o
mspy,mypy,Character Replaced: s
mopy,mypy,Character Replaced: o;Swap Vowel: y => o
mzpy,mypy,Character Replaced: z
myppy,mypy,Character Added: p;Character Added: p;Containing Character Added: p;Containing Character Added: p;Letter Duplicated: p
dypy,mypy,Character Replaced: d
ypy,mypy,Character Removed: 0 ('m')
mmpy,mypy,Letter Duplicated and Replaced: m;Character Replaced: m
mypython,mypy,String Substituted: py => python
mpy,mypy,Character Removed: 1 ('y')
mipy,mypy,Character Replaced: i;Swap Vowel: y => i
mbpy,mypy,Character Replaced: b
wypy,mypy,Character Replaced: w
xypy,mypy,Character Replaced: x
mfpy,mypy,Character Replaced: f
myp,mypy,Character Removed: 3 ('y')
mypo,mypy,Character Replaced: o;Swap Vowel: y => o
sypy,mypy,Character Replaced: s
mdpy,mypy,Character Replaced: d
mcpy,mypy,Character Replaced: c
mypr,mypy,Character Replaced: r
mtpy,mypy,Character Replaced: t;Close Letters on QWERTY Keyboard: y => t
kypy,mypy,Character Replaced: k;Close Letters on QWERTY Keyboard: m => k
m5py,mypy,Character Replaced: 5;Close Letters on QWERTY Keyboard: y => 5
mvpy,mypy,Character Replaced: v
mgpy,mypy,Character Replaced: g;Close Letters on QWERTY Keyboard: y => g
rypy,mypy,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: r
mydy,mypy,Ascii Homoglpyh: p => d;Character Replaced: d
my,mypy,Suffix Removed: py
mqpy,mypy,Character Replaced: q
mppy,mypy,Character Replaced: p
maypy,mypy,Character Added: a
m3py,mypy,Character Replaced: 3
fypy,mypy,Character Replaced: f
mxpy,mypy,Character Replaced: x
mwpy,mypy,Character Replaced: w
mypi,mypy,Character Replaced: i;Swap Vowel: y => i
cypy,mypy,Character Replaced: c
extensions,msal-extensions,Separated Section Removed: 0 ('m')
mackdown,Markdown,Character Replaced: c
narkdown,Markdown,Ascii Homoglpyh: m => n;Bit Flips: Byte 0, Bit 1;Character Replaced: n;Close Letters on QWERTY Keyboard: m => n
darkdown,Markdown,Character Replaced: d
omarkdown,Markdown,Character Added: o;Containing Character Added: o
imarkdown,Markdown,Character Added: i
markdownpy,Markdown,Suffix Added: py
qmarkdown,Markdown,Character Added: q
marpdown,Markdown,Character Replaced: p
umarkdown,Markdown,Character Added: u
markdownz,Markdown,Character Added: z
fontools,fonttools,Character Removed: 3 ('t');Character Removed: 4 ('t')
cycle,cycler,Character Removed: 5 ('r')
mpython,ipython,Character Replaced: m
gpython,ipython,Character Replaced: g
dpython,ipython,Character Replaced: d
epython,ipython,Character Replaced: e;Swap Vowel: i => e
fpython,ipython,Bit Flips: Byte 0, Bit 3;Character Replaced: f
upython,ipython,Character Replaced: u;Swap Vowel: i => u;Close Letters on QWERTY Keyboard: i => u
i,ipython,Suffix Removed: python
xpython,ipython,Character Replaced: x
impython,ipython,Character Added: m
rpython,ipython,Character Replaced: r
bipython,ipython,Character Added: b
jipython,ipython,Character Added: j;Double hit character: j
vpython,ipython,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: v
vipython,ipython,Character Added: v
sentry,sentry-sdk,Separated Section Removed: 1 ('e')
basel,babel,Character Replaced: s
bagel,babel,Character Replaced: g;Close Letters on QWERTY Keyboard: b => g
qbabel,babel,Character Added: q
abel,babel,Character Removed: 0 ('b')
blabel,babel,Character Added: l;Containing Character Added: l
mabel,babel,Bit Flips: Byte 0, Bit 3;Character Replaced: m
tabel,babel,Character Replaced: t
bayel,babel,Character Replaced: y
zabel,babel,Character Replaced: z
babe,babel,Character Removed: 4 ('l')
gabel,babel,Character Replaced: g;Close Letters on QWERTY Keyboard: b => g
label,babel,Character Replaced: l
babex,babel,Character Replaced: x
uvicore,uvicorn,Character Replaced: e
vvicorn,uvicorn,Bit Flips: Byte 0, Bit 1;Character Replaced: v
hvicorn,uvicorn,Character Replaced: h;Close Letters on QWERTY Keyboard: u => h
jsphinx,sphinx,Character Added: j
sphynx,sphinx,Character Replaced: y;Swap Vowel: i => y
1distro,distro,Character Added: 1
distri,distro,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
fistro,distro,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
distry,distro,Character Replaced: y;Swap Vowel: o => y
