confuser_pkg,target_pkg,signals
cloud,dagster-cloud,Separated Section Removed: 0 ('d')
databricks,dagster-databricks,Separated Section Removed: 0 ('d')
dagster,dagster-databricks,Separated Section Removed: 1 ('a')
dagster,dagster-datadog,Separated Section Removed: 1 ('a')
datadog,dagster-datadog,Separated Section Removed: 0 ('d')
dbt,dagster-dbt,Separated Section Removed: 0 ('d')
dagster,dagster-dbt,Separated Section Removed: 1 ('a')
docker,dagster-docker,Separated Section Removed: 0 ('d')
dagster,dagster-docker,Separated Section Removed: 1 ('a')
duckdb,dagster-duckdb,Separated Section Removed: 0 ('d')
dagster,dagster-duckdb,Separated Section Removed: 1 ('a')
fivetran,dagster-fivetran,Separated Section Removed: 0 ('d')
dagster,dagster-fivetran,Separated Section Removed: 1 ('a')
dagster-gcp,dagster-gcp-pandas,Separated Section Removed: 2 ('g')
dagstergcp,dagster-gcp,Character Removed: 7 ('-');Separator Removed -
dagster,dagster-gcp,Separated Section Removed: 1 ('a')
gcp,dagster-gcp,Separated Section Removed: 0 ('d')
dagster,dagster-graphql,Separated Section Removed: 1 ('a')
graphql,dagster-graphql,Separated Section Removed: 0 ('d')
dagster,dagster-k8s,Separated Section Removed: 1 ('a')
k8s,dagster-k8s,Separated Section Removed: 0 ('d')
dagster,dagster-mlflow,Separated Section Removed: 1 ('a')
mlflow,dagster-mlflow,Separated Section Removed: 0 ('d')
dagster,dagster-msteams,Separated Section Removed: 1 ('a')
msteams,dagster-msteams,Separated Section Removed: 0 ('d')
dagster,dagster-pagerduty,Separated Section Removed: 1 ('a')
pagerduty,dagster-pagerduty,Separated Section Removed: 0 ('d')
pandas,dagster-pandas,Separated Section Removed: 0 ('d')
dagster,dagster-pandas,Separated Section Removed: 1 ('a')
pandera,dagster-pandera,Separated Section Removed: 0 ('d')
dagster,dagster-pandera,Separated Section Removed: 1 ('a')
dagster,dagster-pipes,Separated Section Removed: 1 ('a')
dagster,dagster-postgres,Separated Section Removed: 1 ('a')
postgres,dagster-postgres,Separated Section Removed: 0 ('d')
dagster,dagster-prometheus,Separated Section Removed: 1 ('a')
prometheus,dagster-prometheus,Separated Section Removed: 0 ('d')
dagster,dagster-pyspark,Separated Section Removed: 1 ('a')
pyspark,dagster-pyspark,Separated Section Removed: 0 ('d')
dagster,dagster-shell,Separated Section Removed: 1 ('a')
shell,dagster-shell,Separated Section Removed: 0 ('d')
dagsterslack,dagster-slack,Character Removed: 7 ('-');Separator Removed -
slack,dagster-slack,Separated Section Removed: 0 ('d')
dagster,dagster-slack,Separated Section Removed: 1 ('a')
snowflake-pandas,dagster-snowflake-pandas,Separated Section Removed: 0 ('d')
dagster-snowflake,dagster-snowflake-pandas,Separated Section Removed: 2 ('g')
snowflake,dagster-snowflake,Separated Section Removed: 0 ('d')
dagster,dagster-snowflake,Separated Section Removed: 1 ('a')
spark,dagster-spark,Separated Section Removed: 0 ('d')
dagster,dagster-spark,Separated Section Removed: 1 ('a')
dagster,dagster-ssh,Separated Section Removed: 1 ('a')
ssh,dagster-ssh,Separated Section Removed: 0 ('d')
webserver,dagster-webserver,Separated Section Removed: 0 ('d')
dagster,dagster-webserver,Separated Section Removed: 1 ('a')
damster,dagster,Character Replaced: m
daquiri,daiquiri,Character Removed: 2 ('i')
daiquiry,daiquiri,Character Replaced: y;Swap Vowel: i => y
wall-e,DALL-E,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
e,DALL-E,Separated Section Removed: 0 ('d')
done,dane,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
dsne,dane,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
hane,dane,Character Replaced: h
dana,dane,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
dtne,dane,Character Replaced: t
dan,dane,Character Removed: 3 ('e')
wane,dane,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
dame,dane,Ascii Homoglpyh: n => m;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
dyne,dane,Character Replaced: y;Swap Vowel: a => y
dante,dane,Character Added: t
ane,dane,Character Removed: 0 ('d')
dae,dane,Character Removed: 2 ('n')
vane,dane,Character Replaced: v;Close Letters on QWERTY Keyboard: d => v
daner,dane,Character Added: r;Close Letters on QWERTY Keyboard, added to end: dane => r
danb,dane,Character Replaced: b
cane,dane,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
bane,dane,Ascii Homoglpyh: d => b;Character Replaced: b
pane,dane,Ascii Homoglpyh: d => p;Character Replaced: p
dank,dane,Character Replaced: k
daze,dane,Character Replaced: z
dance,dane,Character Added: c
dave,dane,Character Replaced: v
dace,dane,Character Replaced: c
dafne,dane,Character Added: f
jane,dane,Character Replaced: j
yapr,dapr,Character Replaced: y
dappr,dapr,Character Added: p;Character Added: p;Containing Character Added: p;Containing Character Added: p;Letter Duplicated: p
dipr,dapr,Character Replaced: i;Swap Vowel: a => i
dapp,dapr,Character Replaced: p
dampr,dapr,Character Added: m
papr,dapr,Ascii Homoglpyh: d => p;Character Replaced: p
darp,dapr,Letters Swapped
dpr,dapr,Character Removed: 1 ('a')
depr,dapr,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
japr,dapr,Character Replaced: j
dapc,dapr,Character Replaced: c
dapu,dapr,Character Replaced: u
tapr,dapr,Character Replaced: t
darr,dapr,Character Replaced: r
dupr,dapr,Character Replaced: u;Swap Vowel: a => u
napr,dapr,Character Replaced: n
dapt,dapr,Character Replaced: t;Close Letters on QWERTY Keyboard: r => t
dagr,dapr,Ascii Homoglpyh: p => g;Character Replaced: g
daar,dapr,Letter Duplicated and Replaced: a;Character Replaced: a
dap,dapr,Character Removed: 3 ('r')
dapi,dapr,Character Replaced: i
daps,dapr,Character Replaced: s
dar,dapr,Character Removed: 2 ('p')
darglint2,darglint,Character Added: 2;Suffix Added: 2
dars,dargs,Character Removed: 3 ('g')
dags,dargs,Character Removed: 2 ('r')
dtargs,dargs,Character Added: t
oargs,dargs,Character Replaced: o
dcargs,dargs,Character Added: c
args,dargs,Character Removed: 0 ('d')
iargs,dargs,Character Replaced: i
yargs,dargs,Character Replaced: y
xargs,dargs,Character Replaced: x;Close Letters on QWERTY Keyboard: d => x
dargus,dargs,Character Added: u
darts,dargs,Character Replaced: t;Close Letters on QWERTY Keyboard: g => t
cargs,dargs,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
marker,darker,Character Replaced: m
danker,darker,Ascii Homoglpyh: r => n;Character Replaced: n
darken,darker,Ascii Homoglpyh: r => n;Character Replaced: n
warker,darker,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
larker,darker,Character Replaced: l
dasker,darker,Character Replaced: s
barker,darker,Ascii Homoglpyh: d => b;Character Replaced: b
dars,darts,Character Removed: 3 ('t')
parts,darts,Ascii Homoglpyh: d => p;Character Replaced: p
dartrs,darts,Character Added: r;Containing Character Added: r
darth,darts,Character Replaced: h
arts,darts,Character Removed: 0 ('d')
darty,darts,Character Replaced: y
dargs,darts,Character Replaced: g;Close Letters on QWERTY Keyboard: t => g
tarts,darts,Character Replaced: t
dart,darts,Character Removed: 4 ('s');Suffix Removed: s
dashgrid,dash-ag-grid,Separated Section Removed: 1 ('a')
dash,dash-auth,Separated Section Removed: 1 ('a')
dash-auth0,dash-auth,Character Added: 0;Suffix Added: 0
auth,dash-auth,Separated Section Removed: 0 ('d')
dash,dash-cytoscape,Separated Section Removed: 1 ('a')
daq,dash-daq,Separated Section Removed: 0 ('d')
dash,dash-daq,Separated Section Removed: 1 ('a')
dash,dash-extensions,Separated Section Removed: 1 ('a')
extensions,dash-extensions,Separated Section Removed: 0 ('d')
dash,dash-iconify,Separated Section Removed: 1 ('a')
iconify,dash-iconify,Separated Section Removed: 0 ('d')
renderer,dash-renderer,Separated Section Removed: 0 ('d')
dash,dash-renderer,Separated Section Removed: 1 ('a')
table,dash-table,Separated Section Removed: 0 ('d')
dash,dash-table,Separated Section Removed: 1 ('a')
dashtable,dash-table,Character Removed: 4 ('-');Separator Removed -
dash.py,dash,Suffix Added: .py
adash,dash,Character Added: a;Containing Character Added: a
qdash,dash,Character Added: q
yash,dash,Character Replaced: y
dhash,dash,Character Added: h;Containing Character Added: h
dast,dash,Character Replaced: t;Close Letters on QWERTY Keyboard: h => t
xash,dash,Character Replaced: x;Close Letters on QWERTY Keyboard: d => x
dasy,dash,Character Replaced: y;Close Letters on QWERTY Keyboard: h => y
dmsh,dash,Character Replaced: m
gash,dash,Bit Flips: Byte 0, Bit 1;Character Replaced: g
dish,dash,Character Replaced: i;Swap Vowel: a => i
dtsh,dash,Character Replaced: t
tash,dash,Character Replaced: t
dasha,dash,Character Added: a;Containing Character Added: a
dbsh,dash,Character Replaced: b
cash,dash,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
bash,dash,Ascii Homoglpyh: d => b;Character Replaced: b
dosh,dash,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
das,dash,Character Removed: 3 ('h')
rash,dash,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
aash,dash,Character Replaced: a
dasi,dash,Character Replaced: i
dsh,dash,Character Removed: 1 ('a')
pash,dash,Ascii Homoglpyh: d => p;Character Replaced: p
dashi,dash,Character Added: i
gdash,dash,Character Added: g
dashu,dash,Character Added: u;Close Letters on QWERTY Keyboard, added to end: dash => u
dysh,dash,Character Replaced: y;Swap Vowel: a => y
dashy,dash,Character Added: y;Close Letters on QWERTY Keyboard, added to end: dash => y
nash,dash,Character Replaced: n
mash,dash,Character Replaced: m
dssh,dash,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
ddash,dash,Character Added: d;Character Added: d;Containing Character Added: d;Containing Character Added: d;Letter Duplicated: d
lash,dash,Character Replaced: l
tdash,dash,Character Added: t
dask,dash,Character Replaced: k
kash,dash,Bit Flips: Byte 0, Bit 3;Character Replaced: k
awkward,dask-awkward,Separated Section Removed: 0 ('d')
dask,dask-awkward,Separated Section Removed: 1 ('a')
dask,dask-cuda,Separated Section Removed: 1 ('a')
expr,dask-expr,Separated Section Removed: 0 ('d')
dask,dask-expr,Separated Section Removed: 1 ('a')
dask,dask-geopandas,Separated Section Removed: 1 ('a')
geopandas,dask-geopandas,Separated Section Removed: 0 ('d')
glm,dask-glm,Separated Section Removed: 0 ('d')
dask,dask-glm,Separated Section Removed: 1 ('a')
dask,dask-histogram,Separated Section Removed: 1 ('a')
dask,dask-jobqueue,Separated Section Removed: 1 ('a')
kubernetes,dask-kubernetes,Separated Section Removed: 0 ('d')
dask,dask-kubernetes,Separated Section Removed: 1 ('a')
dask-ms,dask-ml,Character Replaced: s
dask,dask-ml,Separated Section Removed: 1 ('a')
dasy-ml,dask-ml,Character Replaced: y
dsk,dask,Character Removed: 1 ('a')
bask,dask,Ascii Homoglpyh: d => b;Character Replaced: b
rask,dask,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
qask,dask,Ascii Homoglpyh: d => q;Character Replaced: q
dast,dask,Character Replaced: t
pask,dask,Ascii Homoglpyh: d => p;Character Replaced: p
dasy,dask,Character Replaced: y
ask,dask,Character Removed: 0 ('d')
dosk,dask,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
mask,dask,Character Replaced: m
dash,dask,Character Replaced: h
adsk,dask,Letters Swapped
das,dask,Character Removed: 3 ('k')
desk,dask,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
hask,dask,Character Replaced: h
dasi,dask,Character Replaced: i;Close Letters on QWERTY Keyboard: k => i
dank,dask,Character Replaced: n
disk,dask,Character Replaced: i;Swap Vowel: a => i
dark,dask,Character Replaced: r
datk,dask,Character Replaced: t
daak,dask,Letter Duplicated and Replaced: a;Character Replaced: a;Close Letters on QWERTY Keyboard: s => a
task,dask,Character Replaced: t
dusk,dask,Character Replaced: u;Swap Vowel: a => u
cask,dask,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
dansk,dask,Character Added: n
data,data-dag,Separated Section Removed: 1 ('a')
data-dags,data-dag,Character Added: s;Suffix Added: s
data-science,data-science-types,Separated Section Removed: 2 ('t')
datatypes,data-science-types,Separated Section Removed: 1 ('a')
sanitizer,database-sanitizer,Separated Section Removed: 0 ('d')
databayes,databases,Character Replaced: y
databases.py,databases,Suffix Added: .py
databasez,databases,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
databased,databases,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
databaser,databases,Character Replaced: r
databasec,databases,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
databento,databento-dbn,Separated Section Removed: 1 ('a')
databind,databind.core,Separated Section Removed: 1 ('a')
databind-core,databind.core,Character Replaced: -;Separator Changed: . => -
databind-json,databind.json,Character Replaced: -;Separator Changed: . => -
databind,databind.json,Separated Section Removed: 1 ('a')
databind2,databind,Character Added: 2;Suffix Added: 2
databend,databind,Character Replaced: e;Swap Vowel: i => e
databird,databind,Ascii Homoglpyh: n => r;Character Replaced: r
databand,databind,Character Replaced: a;Swap Vowel: i => a
databricksapi,databricks-api,Character Removed: 10 ('-');Separator Removed -
databricks,databricks-api,Separated Section Removed: 1 ('a')
api,databricks-api,Separated Section Removed: 0 ('d')
databricks,databricks-cli,Separated Section Removed: 1 ('a')
databricks,databricks-connect,Separated Section Removed: 1 ('a')
connect,databricks-connect,Separated Section Removed: 0 ('d')
dbapi,databricks-dbapi,Separated Section Removed: 0 ('d')
databricks,databricks-dbapi,Separated Section Removed: 1 ('a')
databricks,databricks-dlt,Separated Section Removed: 1 ('a')
dlt,databricks-dlt,Separated Section Removed: 0 ('d')
feature-engineering,databricks-feature-engineering,Separated Section Removed: 0 ('d')
databricks,databricks-mosaic,Separated Section Removed: 1 ('a')
databricks-pypi,databricks-pypi-extras,Separated Section Removed: 2 ('t')
databricks-pypi,databricks-pypi1,Character Removed: 15 ('1');Suffix Removed: 1
databricks-pypi2,databricks-pypi1,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
databricks,databricks-pypi1,Separated Section Removed: 1 ('a')
databricks-pypi-1,databricks-pypi1,Character Added: -;Containing Character Added: -
databricks-pypi1,databricks-pypi2,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
databricks,databricks-pypi2,Separated Section Removed: 1 ('a')
databricks-pypi-2,databricks-pypi2,Character Added: -;Containing Character Added: -
databricks-pypi,databricks-pypi2,Character Removed: 15 ('2');Suffix Removed: 2
databricks-sdk-python,databricks-sdk,Suffix Added: -python
databricks,databricks-sdk,Separated Section Removed: 1 ('a')
databricks-cdk,databricks-sdk,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
databricks-sql,databricks-sql-connector,Separated Section Removed: 2 ('t')
sql,databricks-sql,Separated Section Removed: 0 ('d')
databricks,databricks-sql,Separated Section Removed: 1 ('a')
test,databricks-test,Separated Section Removed: 0 ('d')
databricks,databricks-test,Separated Section Removed: 1 ('a')
utils,databricks-utils,Separated Section Removed: 0 ('d')
databricks,databricks-utils,Separated Section Removed: 1 ('a')
databricks,databricks-vectorsearch,Separated Section Removed: 1 ('a')
datatricks,databricks,Character Replaced: t
databricks-api,databricksapi,Character Added: -
dataclass,dataclass-csv,Separated Section Removed: 1 ('a')
wizard,dataclass-wizard,Separated Section Removed: 0 ('d')
dataclass,dataclass-wizard,Separated Section Removed: 1 ('a')
dataclasses,dataclasses-avroschema,Separated Section Removed: 1 ('a')
dataclasses-json,dataclasses-json-speakeasy,Separated Section Removed: 2 ('t')
dataclasses-hjson,dataclasses-json,Character Added: h;Double hit character: h
dataclasses,dataclasses-json,Separated Section Removed: 1 ('a')
dataclasses-ujson,dataclasses-json,Character Added: u;Double hit character: u
jsonschema,dataclasses-jsonschema,Separated Section Removed: 0 ('d')
dataclasses,dataclasses-jsonschema,Separated Section Removed: 1 ('a')
dataglasses,dataclasses,Character Replaced: g
dataklasses,dataclasses,Character Replaced: k
dmtaclasses,dataclasses,Character Replaced: m
dataclass2,dataclassy,Character Replaced: 2
dataclass,dataclassy,Character Removed: 9 ('y')
datacomp,datacompy,Character Removed: 8 ('y')
datacopy,datacompy,Character Removed: 6 ('m')
datacontract,datacontract-cli,Separated Section Removed: 1 ('a')
data-diff,datadiff,Character Added: -
api-client,datadog-api-client,Separated Section Removed: 0 ('d')
datadog-api-client-python,datadog-api-client,Suffix Added: -python
datadog-cdk-constructs,datadog-cdk-constructs-v2,Separated Section Removed: 3 ('a')
lambda,datadog-lambda,Separated Section Removed: 0 ('d')
datadog-lambda-python,datadog-lambda,Suffix Added: -python
datadog,datadog-lambda,Separated Section Removed: 1 ('a')
logger,datadog-logger,Separated Section Removed: 0 ('d')
datadog,datadog-logger,Separated Section Removed: 1 ('a')
datafog,datadog,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
datalog,datadog,Character Replaced: l
datadoc,datadog,Character Replaced: c
datadogpy,datadog,Suffix Added: py
datahog,datadog,Character Replaced: h
datatiles,datafiles,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
tabulator,dataflows-tabulator,Separated Section Removed: 0 ('d')
dataflows,dataflows-tabulator,Separated Section Removed: 1 ('a')
dataframe-api,dataframe-api-compat,Separated Section Removed: 2 ('t')
image,dataframe-image,Separated Section Removed: 0 ('d')
datalad,datalab,Ascii Homoglpyh: b => d;Character Replaced: d
datalabs,datalab,Character Added: s;Suffix Added: s
datanab,datalab,Character Replaced: n
daalab,datalab,Character Removed: 2 ('t')
datalib,datalab,Character Replaced: i;Swap Vowel: a => i
datapad,datalad,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
dataland,datalad,Character Added: n
datalab,datalad,Ascii Homoglpyh: d => b;Character Replaced: b
code-generator,datamodel-code-generator,Separated Section Removed: 0 ('d')
data-recorder,DataRecorder,Character Added: -
datarobot,datarobot-drum,Separated Section Removed: 1 ('a')
datarobot,datarobot-storage,Separated Section Removed: 1 ('a')
storage,datarobot-storage,Separated Section Removed: 0 ('d')
datarobotx,datarobot,Character Added: x;Suffix Added: x
datarobot,datarobotx,Character Removed: 9 ('x');Suffix Removed: x
datajet,dataset,Character Replaced: j
adataset,dataset,Character Added: a;Containing Character Added: a
datasetu,dataset,Character Added: u
datasets,dataset,Character Added: s;Containing Character Added: s;Suffix Added: s
datasett,dataset,Character Added: t;Character Added: t;Containing Character Added: t;Containing Character Added: t;Letter Duplicated: t;Letter Duplicated and Replaced
datanet,dataset,Character Replaced: n
datalet,dataset,Character Replaced: l
databet,dataset,Character Replaced: b
vdataset,dataset,Character Added: v;Double hit character: v
datafet,dataset,Character Replaced: f
dataget,dataset,Character Replaced: g
datasets2,datasets,Character Added: 2;Suffix Added: 2
adatasets,datasets,Character Added: a;Containing Character Added: a
zdatasets,datasets,Character Added: z
rdatasets,datasets,Character Added: r;Double hit character: r
datazets,datasets,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
fdatasets,datasets,Character Added: f;Double hit character: f
datasetu,datasets,Character Replaced: u
mdatasets,datasets,Character Added: m
xdatasets,datasets,Character Added: x;Prefix Added: x;Prefix Added: X;Double hit character: x
datasett,datasets,Character Replaced: t
dagtasets,datasets,Character Added: g;Double hit character: g
dataset,datasets,Character Removed: 7 ('s');Suffix Removed: s
datasette-python,datasette,Suffix Added: -python
datasetter,datasette,Character Added: r;Close Letters on QWERTY Keyboard, added to end: datasette => r
datasett,datasette,Character Removed: 8 ('e')
datashaper,datashader,Ascii Homoglpyh: d => p;Character Replaced: p
datashaper,datashape,Character Added: r;Close Letters on QWERTY Keyboard, added to end: datashape => r
datastream,DatastreamPy,Suffix Removed: py
data4test,datatest,Character Added: 4;Double hit character: 4
datanest,datatest,Character Replaced: n
datatiles,datatile,Character Added: s;Close Letters on QWERTY Keyboard, added to end: datatile => s;Suffix Added: s
datadelta,datedelta,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
dataformat,dateformat,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
dataparser,dateparser,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
date-parser,dateparser,Character Added: -;Double hit character: -
dateparse,dateparser,Character Removed: 9 ('r')
quarter,datetime-quarter,Separated Section Removed: 0 ('d')
truncate,datetime-truncate,Separated Section Removed: 0 ('d')
udatetime,DateTime,Character Added: u
datetimex,DateTime,Character Added: x;Suffix Added: x
datetime3,DateTime,Character Added: 3;Close Letters on QWERTY Keyboard, added to end: datetime => 3;Suffix Added: 3
jdatetime,DateTime,Character Added: j
datetime2,DateTime,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: datetime => 2;Suffix Added: 2
datatype,datetype,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
datautils,dateutils,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
dawg2-python,DAWG-Python,Character Added: 2
dbtool,db-contrib-tool,Separated Section Removed: 1 ('b')
db,db-dtypes,Separated Section Removed: 1 ('b')
dtypes,db-dtypes,Separated Section Removed: 0 ('d')
dbu,dbf,Character Replaced: u
dby,dbf,Character Replaced: y
dxf,dbf,Character Replaced: x
dcf,dbf,Character Replaced: c
dff,dbf,Character Replaced: f;Close Letters on QWERTY Keyboard: b => f
ibf,dbf,Character Replaced: i
dbtf,dbf,Character Added: t;Double hit character: t
dwf,dbf,Character Replaced: w
fbf,dbf,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
cbf,dbf,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
dbfn,dbf,Character Added: n
dbg,dbf,Character Replaced: g;Close Letters on QWERTY Keyboard: f => g
pbf,dbf,Ascii Homoglpyh: d => p;Character Replaced: p
dmf,dbf,Character Replaced: m
dbfe,dbf,Character Added: e;Close Letters on QWERTY Keyboard, added to end: dbf => e
dba,dbf,Character Replaced: a
dbt,dbf,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
db,dbf,Character Removed: 2 ('f')
mbf,dbf,Character Replaced: m
daf,dbf,Character Replaced: a
ddf,dbf,Ascii Homoglpyh: b => d;Letter Duplicated and Replaced: d;Character Replaced: d
dbv,dbf,Character Replaced: v;Close Letters on QWERTY Keyboard: f => v
dbp,dbf,Character Replaced: p
dbd,dbf,Character Replaced: d;Close Letters on QWERTY Keyboard: f => d
dbff,dbf,Character Added: f;Character Added: f;Containing Character Added: f;Containing Character Added: f;Letter Duplicated: f;Letter Duplicated and Replaced
dbr,dbf,Character Replaced: r;Close Letters on QWERTY Keyboard: f => r
tbf,dbf,Character Replaced: t
db2,dbf,Character Replaced: 2
dsf,dbf,Character Replaced: s
dvf,dbf,Character Replaced: v;Close Letters on QWERTY Keyboard: b => v
abf,dbf,Character Replaced: a
nbf,dbf,Character Replaced: n
dbb,dbf,Character Replaced: b;Close Letters on QWERTY Keyboard: f => b
dbx,dbf,Character Replaced: x
hbf,dbf,Character Replaced: h
dbq,dbf,Character Replaced: q
db1,dbf,Character Replaced: 1
dnf,dbf,Character Replaced: n;Close Letters on QWERTY Keyboard: b => n
dbs,dbf,Character Replaced: s
db3,dbf,Character Replaced: 3
bf,dbf,Character Removed: 0 ('d')
rbf,dbf,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
bbf,dbf,Ascii Homoglpyh: d => b;Character Replaced: b
dbj,dbf,Character Replaced: j
bdbf,dbf,Character Added: b;Containing Character Added: b
obf,dbf,Character Replaced: o
dbfpy,dbf,Suffix Added: py
tempo,dbl-tempo,Separated Section Removed: 0 ('d')
dbnd-airflow,dbnd-airflow-monitor,Separated Section Removed: 2 ('n')
dbnd,dbnd-airflow,Separated Section Removed: 1 ('b')
airflow,dbnd-airflow,Separated Section Removed: 0 ('d')
spark,dbnd-spark,Separated Section Removed: 0 ('d')
dbnd,dbnd-spark,Separated Section Removed: 1 ('b')
dbndspark,dbnd-spark,Character Removed: 4 ('-');Separator Removed -
dbpd,dbnd,Character Replaced: p
dbd,dbnd,Character Removed: 2 ('n')
dbrd,dbnd,Ascii Homoglpyh: n => r;Character Replaced: r
dbnl,dbnd,Character Replaced: l
dnd,dbnd,Character Removed: 1 ('b')
dynd,dbnd,Character Replaced: y
destream,dbstream,Character Replaced: e
adapters,dbt-adapters,Separated Section Removed: 0 ('d')
dbt,dbt-adapters,Separated Section Removed: 1 ('b')
dbt-artifact-parser,dbt-artifacts-parser,Character Removed: 12 ('s')
dbt-athena,dbt-athena-community,Separated Section Removed: 2 ('t')
bigquery,dbt-bigquery,Separated Section Removed: 0 ('d')
dbt,dbt-bigquery,Separated Section Removed: 1 ('b')
dbt,dbt-clickhouse,Separated Section Removed: 1 ('b')
clickhouse,dbt-clickhouse,Separated Section Removed: 0 ('d')
dtt-common,dbt-common,Character Replaced: t
dbt,dbt-common,Separated Section Removed: 1 ('b')
common,dbt-common,Separated Section Removed: 0 ('d')
dbt-score,dbt-core,Character Added: s;Double hit character: s
dbt,dbt-core,Separated Section Removed: 1 ('b')
coverage,dbt-coverage,Separated Section Removed: 0 ('d')
dbt,dbt-coverage,Separated Section Removed: 1 ('b')
databricks,dbt-databricks,Separated Section Removed: 0 ('d')
dbt,dbt-databricks,Separated Section Removed: 1 ('b')
dbt,dbt-duckdb,Separated Section Removed: 1 ('b')
duckdb,dbt-duckdb,Separated Section Removed: 0 ('d')
dbt,dbt-exasol,Separated Section Removed: 1 ('b')
dbt,dbt-extractor,Separated Section Removed: 1 ('b')
db-extractor,dbt-extractor,Character Removed: 2 ('t')
fabric,dbt-fabric,Separated Section Removed: 0 ('d')
dbt,dbt-fabric,Separated Section Removed: 1 ('b')
glue,dbt-glue,Separated Section Removed: 0 ('d')
dbt,dbt-glue,Separated Section Removed: 1 ('b')
osmosis,dbt-osmosis,Separated Section Removed: 0 ('d')
dbt,dbt-osmosis,Separated Section Removed: 1 ('b')
postgres,dbt-postgres,Separated Section Removed: 0 ('d')
dbt-postgres-python,dbt-postgres,Suffix Added: -python
dbt,dbt-postgres,Separated Section Removed: 1 ('b')
dbt,dbt-redshift,Separated Section Removed: 1 ('b')
redshift,dbt-redshift,Separated Section Removed: 0 ('d')
snowflake,dbt-snowflake,Separated Section Removed: 0 ('d')
dbt,dbt-snowflake,Separated Section Removed: 1 ('b')
dbt,dbt-spark,Separated Section Removed: 1 ('b')
spark,dbt-spark,Separated Section Removed: 0 ('d')
sqlserver,dbt-sqlserver,Separated Section Removed: 0 ('d')
dbt,dbt-sqlserver,Separated Section Removed: 1 ('b')
trino,dbt-trino,Separated Section Removed: 0 ('d')
dbt,dbt-trino,Separated Section Removed: 1 ('b')
dbt,dbt-vertica,Separated Section Removed: 1 ('b')
dbu,dbt,Character Replaced: u
dbtr,dbt,Character Added: r;Close Letters on QWERTY Keyboard, added to end: dbt => r
dby,dbt,Character Replaced: y;Close Letters on QWERTY Keyboard: t => y
pbt,dbt,Ascii Homoglpyh: d => p;Character Replaced: p
dbtx,dbt,Character Added: x;Suffix Added: x
dmt,dbt,Character Replaced: m
dbtc,dbt,Character Added: c
dpt,dbt,Ascii Homoglpyh: b => p;Character Replaced: p
dbtf,dbt,Character Added: f;Close Letters on QWERTY Keyboard, added to end: dbt => f
mbt,dbt,Character Replaced: m
dat,dbt,Character Replaced: a
dbg,dbt,Character Replaced: g;Close Letters on QWERTY Keyboard: t => g
gbt,dbt,Bit Flips: Byte 0, Bit 1;Character Replaced: g
dt,dbt,Character Removed: 1 ('b')
tbt,dbt,Character Replaced: t
dba,dbt,Character Replaced: a
db,dbt,Character Removed: 2 ('t')
det,dbt,Character Replaced: e
